bit index,bit value,module,name,type,path,description,sinks
750,0,cbx_2__0_,mem_bottom_ipin_1,mux_tree_tapbuf_size8,cbx_2__0_/mem_bottom_ipin_1,cb clb input config,grid_clb_2__1_.bottom_width_0_height_0_subtile_0__pin_I_6_
751,0,cbx_2__0_,mem_bottom_ipin_1,mux_tree_tapbuf_size8,cbx_2__0_/mem_bottom_ipin_1,cb clb input config,grid_clb_2__1_.bottom_width_0_height_0_subtile_0__pin_I_6_
752,0,cbx_2__0_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_2__0_/mem_bottom_ipin_0,cb clb input config,grid_clb_2__1_.bottom_width_0_height_0_subtile_0__pin_I_2_
753,0,cbx_2__0_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_2__0_/mem_bottom_ipin_0,cb clb input config,grid_clb_2__1_.bottom_width_0_height_0_subtile_0__pin_I_2_
754,0,cbx_2__0_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_2__0_/mem_bottom_ipin_0,cb clb input config,grid_clb_2__1_.bottom_width_0_height_0_subtile_0__pin_I_2_
755,0,cbx_2__0_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_2__0_/mem_bottom_ipin_0,cb clb input config,grid_clb_2__1_.bottom_width_0_height_0_subtile_0__pin_I_2_
756,0,sb_2__0_,mem_left_track_37,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_37,sb routing mux,cbx_2__0_.chanx_right_in[18]
757,0,sb_2__0_,mem_left_track_37,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_37,sb routing mux,cbx_2__0_.chanx_right_in[18]
758,0,sb_2__0_,mem_left_track_35,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_35,sb routing mux,cbx_2__0_.chanx_right_in[17]
759,0,sb_2__0_,mem_left_track_35,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_35,sb routing mux,cbx_2__0_.chanx_right_in[17]
760,0,sb_2__0_,mem_left_track_33,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_33,sb routing mux,cbx_2__0_.chanx_right_in[16]
761,0,sb_2__0_,mem_left_track_33,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_33,sb routing mux,cbx_2__0_.chanx_right_in[16]
762,0,sb_2__0_,mem_left_track_31,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_31,sb routing mux,cbx_2__0_.chanx_right_in[15]
763,0,sb_2__0_,mem_left_track_31,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_31,sb routing mux,cbx_2__0_.chanx_right_in[15]
764,0,sb_2__0_,mem_left_track_29,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_29,sb routing mux,cbx_2__0_.chanx_right_in[14]
765,0,sb_2__0_,mem_left_track_29,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_29,sb routing mux,cbx_2__0_.chanx_right_in[14]
766,0,sb_2__0_,mem_left_track_27,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_27,sb routing mux,cbx_2__0_.chanx_right_in[13]
767,0,sb_2__0_,mem_left_track_27,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_27,sb routing mux,cbx_2__0_.chanx_right_in[13]
768,0,sb_2__0_,mem_left_track_25,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_25,sb routing mux,cbx_2__0_.chanx_right_in[12]
769,0,sb_2__0_,mem_left_track_25,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_25,sb routing mux,cbx_2__0_.chanx_right_in[12]
770,1,sb_2__0_,mem_left_track_23,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_23,sb routing mux,cbx_2__0_.chanx_right_in[11]
771,0,sb_2__0_,mem_left_track_23,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_23,sb routing mux,cbx_2__0_.chanx_right_in[11]
772,1,sb_2__0_,mem_left_track_21,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_21,sb routing mux,cbx_2__0_.chanx_right_in[10]
773,0,sb_2__0_,mem_left_track_21,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_21,sb routing mux,cbx_2__0_.chanx_right_in[10]
774,1,sb_2__0_,mem_left_track_17,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_17,sb routing mux,cbx_2__0_.chanx_right_in[8]
775,1,sb_2__0_,mem_left_track_17,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_17,sb routing mux,cbx_2__0_.chanx_right_in[8]
776,0,sb_2__0_,mem_left_track_15,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_15,sb routing mux,cbx_2__0_.chanx_right_in[7]
777,0,sb_2__0_,mem_left_track_15,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_15,sb routing mux,cbx_2__0_.chanx_right_in[7]
778,0,sb_2__0_,mem_left_track_13,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_13,sb routing mux,cbx_2__0_.chanx_right_in[6]
779,0,sb_2__0_,mem_left_track_13,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_13,sb routing mux,cbx_2__0_.chanx_right_in[6]
780,0,sb_2__0_,mem_left_track_11,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_11,sb routing mux,cbx_2__0_.chanx_right_in[5]
781,0,sb_2__0_,mem_left_track_11,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_11,sb routing mux,cbx_2__0_.chanx_right_in[5]
782,0,sb_2__0_,mem_left_track_9,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_9,sb routing mux,cbx_2__0_.chanx_right_in[4]
783,0,sb_2__0_,mem_left_track_9,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_9,sb routing mux,cbx_2__0_.chanx_right_in[4]
784,0,sb_2__0_,mem_left_track_7,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_7,sb routing mux,cbx_2__0_.chanx_right_in[3]
785,0,sb_2__0_,mem_left_track_7,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_7,sb routing mux,cbx_2__0_.chanx_right_in[3]
786,0,sb_2__0_,mem_left_track_5,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_5,sb routing mux,cbx_2__0_.chanx_right_in[2]
787,0,sb_2__0_,mem_left_track_5,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_5,sb routing mux,cbx_2__0_.chanx_right_in[2]
788,1,sb_2__0_,mem_left_track_3,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_3,sb routing mux,cbx_2__0_.chanx_right_in[1]
789,1,sb_2__0_,mem_left_track_3,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_3,sb routing mux,cbx_2__0_.chanx_right_in[1]
790,0,sb_2__0_,mem_left_track_1,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_1,sb routing mux,cbx_2__0_.chanx_right_in[0]
791,0,sb_2__0_,mem_left_track_1,mux_tree_tapbuf_size2,sb_2__0_/mem_left_track_1,sb routing mux,cbx_2__0_.chanx_right_in[0]
792,0,sb_2__0_,mem_top_track_36,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_36,sb routing mux,cby_2__1_.chany_bottom_in[18]
793,0,sb_2__0_,mem_top_track_36,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_36,sb routing mux,cby_2__1_.chany_bottom_in[18]
794,0,sb_2__0_,mem_top_track_34,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_34,sb routing mux,cby_2__1_.chany_bottom_in[17]
795,0,sb_2__0_,mem_top_track_34,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_34,sb routing mux,cby_2__1_.chany_bottom_in[17]
796,1,sb_2__0_,mem_top_track_32,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_32,sb routing mux,cby_2__1_.chany_bottom_in[16]
797,0,sb_2__0_,mem_top_track_32,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_32,sb routing mux,cby_2__1_.chany_bottom_in[16]
798,0,sb_2__0_,mem_top_track_30,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_30,sb routing mux,cby_2__1_.chany_bottom_in[15]
799,0,sb_2__0_,mem_top_track_30,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_30,sb routing mux,cby_2__1_.chany_bottom_in[15]
800,0,sb_2__0_,mem_top_track_28,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_28,sb routing mux,cby_2__1_.chany_bottom_in[14]
801,0,sb_2__0_,mem_top_track_28,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_28,sb routing mux,cby_2__1_.chany_bottom_in[14]
802,0,sb_2__0_,mem_top_track_26,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_26,sb routing mux,cby_2__1_.chany_bottom_in[13]
803,0,sb_2__0_,mem_top_track_26,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_26,sb routing mux,cby_2__1_.chany_bottom_in[13]
804,0,sb_2__0_,mem_top_track_24,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_24,sb routing mux,cby_2__1_.chany_bottom_in[12]
805,0,sb_2__0_,mem_top_track_24,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_24,sb routing mux,cby_2__1_.chany_bottom_in[12]
806,0,sb_2__0_,mem_top_track_22,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_22,sb routing mux,cby_2__1_.chany_bottom_in[11]
807,0,sb_2__0_,mem_top_track_22,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_22,sb routing mux,cby_2__1_.chany_bottom_in[11]
808,1,sb_2__0_,mem_top_track_20,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_20,sb routing mux,cby_2__1_.chany_bottom_in[10]
809,1,sb_2__0_,mem_top_track_20,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_20,sb routing mux,cby_2__1_.chany_bottom_in[10]
810,1,sb_2__0_,mem_top_track_16,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_16,sb routing mux,cby_2__1_.chany_bottom_in[8]
811,0,sb_2__0_,mem_top_track_16,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_16,sb routing mux,cby_2__1_.chany_bottom_in[8]
812,0,sb_2__0_,mem_top_track_14,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_14,sb routing mux,cby_2__1_.chany_bottom_in[7]
813,0,sb_2__0_,mem_top_track_14,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_14,sb routing mux,cby_2__1_.chany_bottom_in[7]
814,0,sb_2__0_,mem_top_track_12,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_12,sb routing mux,cby_2__1_.chany_bottom_in[6]
815,0,sb_2__0_,mem_top_track_12,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_12,sb routing mux,cby_2__1_.chany_bottom_in[6]
816,0,sb_2__0_,mem_top_track_10,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_10,sb routing mux,cby_2__1_.chany_bottom_in[5]
817,0,sb_2__0_,mem_top_track_10,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_10,sb routing mux,cby_2__1_.chany_bottom_in[5]
818,0,sb_2__0_,mem_top_track_8,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_8,sb routing mux,cby_2__1_.chany_bottom_in[4]
819,0,sb_2__0_,mem_top_track_8,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_8,sb routing mux,cby_2__1_.chany_bottom_in[4]
820,0,sb_2__0_,mem_top_track_6,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_6,sb routing mux,cby_2__1_.chany_bottom_in[3]
821,0,sb_2__0_,mem_top_track_6,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_6,sb routing mux,cby_2__1_.chany_bottom_in[3]
822,1,sb_2__0_,mem_top_track_4,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_4,sb routing mux,cby_2__1_.chany_bottom_in[2]
823,0,sb_2__0_,mem_top_track_4,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_4,sb routing mux,cby_2__1_.chany_bottom_in[2]
824,0,sb_2__0_,mem_top_track_2,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_2,sb routing mux,cby_2__1_.chany_bottom_in[1]
825,0,sb_2__0_,mem_top_track_2,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_2,sb routing mux,cby_2__1_.chany_bottom_in[1]
826,0,sb_2__0_,mem_top_track_0,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_0,sb routing mux,cby_2__1_.chany_bottom_in[0]
827,0,sb_2__0_,mem_top_track_0,mux_tree_tapbuf_size2,sb_2__0_/mem_top_track_0,sb routing mux,cby_2__1_.chany_bottom_in[0]
828,1,grid_clb_1__1_,mem_fle_3_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_3,lut input config,not specified
829,1,grid_clb_1__1_,mem_fle_3_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_3,lut input config,not specified
830,0,grid_clb_1__1_,mem_fle_3_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_3,lut input config,not specified
831,0,grid_clb_1__1_,mem_fle_3_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_3,lut input config,not specified
832,1,grid_clb_1__1_,mem_fle_3_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_2,lut input config,not specified
833,0,grid_clb_1__1_,mem_fle_3_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_2,lut input config,not specified
834,1,grid_clb_1__1_,mem_fle_3_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_2,lut input config,not specified
835,1,grid_clb_1__1_,mem_fle_3_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_2,lut input config,not specified
836,1,grid_clb_1__1_,mem_fle_3_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_1,lut input config,not specified
837,0,grid_clb_1__1_,mem_fle_3_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_1,lut input config,not specified
838,1,grid_clb_1__1_,mem_fle_3_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_1,lut input config,not specified
839,0,grid_clb_1__1_,mem_fle_3_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_1,lut input config,not specified
840,1,grid_clb_1__1_,mem_fle_3_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_0,lut input config,not specified
841,1,grid_clb_1__1_,mem_fle_3_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_0,lut input config,not specified
842,1,grid_clb_1__1_,mem_fle_3_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_0,lut input config,not specified
843,0,grid_clb_1__1_,mem_fle_3_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_3_in_0,lut input config,not specified
844,1,grid_clb_1__1_,mem_fle_2_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_3,lut input config,not specified
845,1,grid_clb_1__1_,mem_fle_2_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_3,lut input config,not specified
846,1,grid_clb_1__1_,mem_fle_2_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_3,lut input config,not specified
847,0,grid_clb_1__1_,mem_fle_2_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_3,lut input config,not specified
848,1,grid_clb_1__1_,mem_fle_2_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_2,lut input config,not specified
849,1,grid_clb_1__1_,mem_fle_2_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_2,lut input config,not specified
850,0,grid_clb_1__1_,mem_fle_2_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_2,lut input config,not specified
851,0,grid_clb_1__1_,mem_fle_2_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_2,lut input config,not specified
852,1,grid_clb_1__1_,mem_fle_2_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_1,lut input config,not specified
853,0,grid_clb_1__1_,mem_fle_2_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_1,lut input config,not specified
854,1,grid_clb_1__1_,mem_fle_2_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_1,lut input config,not specified
855,0,grid_clb_1__1_,mem_fle_2_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_1,lut input config,not specified
856,1,grid_clb_1__1_,mem_fle_2_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_0,lut input config,not specified
857,0,grid_clb_1__1_,mem_fle_2_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_0,lut input config,not specified
858,1,grid_clb_1__1_,mem_fle_2_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_0,lut input config,not specified
859,1,grid_clb_1__1_,mem_fle_2_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_2_in_0,lut input config,not specified
860,1,grid_clb_1__1_,mem_fle_1_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_3,lut input config,not specified
861,1,grid_clb_1__1_,mem_fle_1_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_3,lut input config,not specified
862,0,grid_clb_1__1_,mem_fle_1_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_3,lut input config,not specified
863,0,grid_clb_1__1_,mem_fle_1_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_3,lut input config,not specified
864,1,grid_clb_1__1_,mem_fle_1_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_2,lut input config,not specified
865,1,grid_clb_1__1_,mem_fle_1_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_2,lut input config,not specified
866,1,grid_clb_1__1_,mem_fle_1_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_2,lut input config,not specified
867,0,grid_clb_1__1_,mem_fle_1_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_2,lut input config,not specified
868,1,grid_clb_1__1_,mem_fle_1_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_1,lut input config,not specified
869,0,grid_clb_1__1_,mem_fle_1_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_1,lut input config,not specified
870,1,grid_clb_1__1_,mem_fle_1_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_1,lut input config,not specified
871,0,grid_clb_1__1_,mem_fle_1_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_1,lut input config,not specified
872,1,grid_clb_1__1_,mem_fle_1_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_0,lut input config,not specified
873,0,grid_clb_1__1_,mem_fle_1_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_0,lut input config,not specified
874,1,grid_clb_1__1_,mem_fle_1_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_0,lut input config,not specified
875,1,grid_clb_1__1_,mem_fle_1_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_1_in_0,lut input config,not specified
876,1,grid_clb_1__1_,mem_fle_0_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_3,lut input config,not specified
877,0,grid_clb_1__1_,mem_fle_0_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_3,lut input config,not specified
878,1,grid_clb_1__1_,mem_fle_0_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_3,lut input config,not specified
879,1,grid_clb_1__1_,mem_fle_0_in_3,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_3,lut input config,not specified
880,1,grid_clb_1__1_,mem_fle_0_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_2,lut input config,not specified
881,0,grid_clb_1__1_,mem_fle_0_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_2,lut input config,not specified
882,1,grid_clb_1__1_,mem_fle_0_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_2,lut input config,not specified
883,0,grid_clb_1__1_,mem_fle_0_in_2,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_2,lut input config,not specified
884,1,grid_clb_1__1_,mem_fle_0_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_1,lut input config,not specified
885,1,grid_clb_1__1_,mem_fle_0_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_1,lut input config,not specified
886,0,grid_clb_1__1_,mem_fle_0_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_1,lut input config,not specified
887,0,grid_clb_1__1_,mem_fle_0_in_1,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_1,lut input config,not specified
888,1,grid_clb_1__1_,mem_fle_0_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_0,lut input config,not specified
889,1,grid_clb_1__1_,mem_fle_0_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_0,lut input config,not specified
890,1,grid_clb_1__1_,mem_fle_0_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_0,lut input config,not specified
891,0,grid_clb_1__1_,mem_fle_0_in_0,mux_tree_size14,grid_clb_1__1_/logical_tile_clb_mode_clb__0/mem_fle_0_in_0,lut input config,not specified
892,1,grid_clb_1__1_,mem_ble4_out_0,mem_ble4_out_0,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/mem_ble4_out_0,lut ff config,not specified
893,0,grid_clb_1__1_,mem_ble4_out_0,mem_ble4_out_0,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/mem_ble4_out_0,lut ff config,not specified
894,1,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
895,0,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
896,0,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
897,0,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
898,0,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
899,1,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
900,1,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
901,1,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
902,1,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
903,1,grid_clb_1__1_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__1_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_3/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
